code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,total_clicks,avg_clicks,active_days,early_clicks,late_clicks,dataplus,forumng,glossary,homepage,oucollaborate,oucontent,resource,subpage,url,avg_score,total_score,weighted_score,num_assessments,days_active,has_withdrawn,date_registration,days_registered,target
0,1,1,3,1,2,1,0,60,0,655.0,2.519230769230769,56.0,237.0,418.0,0.0,42.0,0.0,119.0,0.0,387.0,25.0,67.0,15.0,77.4,387.0,79.2,5.0,304.0,0,-36.0,304.0,0
0,1,1,9,0,9,1,0,60,0,1167.0,3.363112391930836,68.0,520.0,647.0,4.0,162.0,1.0,208.0,0.0,590.0,15.0,148.0,39.0,55.6,278.0,54.8,5.0,284.0,0,-16.0,284.0,0
0,1,1,5,2,2,0,0,90,0,1862.0,2.795795795795796,193.0,1033.0,829.0,5.0,342.0,0.0,836.0,3.0,556.0,10.0,85.0,25.0,78.4,392.0,78.9,5.0,466.0,0,-198.0,466.0,0
0,1,1,10,2,2,1,0,60,0,2505.0,3.203324808184143,166.0,1564.0,941.0,1.0,509.0,2.0,603.0,0.0,1013.0,7.0,234.0,136.0,71.4,357.0,68.4,5.0,371.0,0,-103.0,371.0,0
0,1,1,5,1,1,0,0,120,0,1462.0,2.912350597609562,139.0,471.0,991.0,9.0,88.0,0.0,475.0,0.0,693.0,45.0,138.0,14.0,76.8,384.0,77.7,5.0,385.0,0,-117.0,385.0,0
0,1,0,11,2,3,0,0,60,0,834.0,2.865979381443299,53.0,311.0,523.0,0.0,63.0,2.0,135.0,1.0,423.0,50.0,112.0,48.0,58.8,294.0,59.1,5.0,336.0,0,-68.0,336.0,0
0,1,0,0,2,7,1,0,60,0,4778.0,3.8315958299919806,204.0,1356.0,3422.0,3.0,1358.0,0.0,1220.0,0.0,1810.0,225.0,162.0,0.0,64.8,324.0,64.4,5.0,440.0,0,-172.0,440.0,0
0,1,0,3,0,8,1,0,60,0,420.0,3.255813953488372,43.0,218.0,202.0,0.0,44.0,0.0,139.0,0.0,217.0,3.0,14.0,3.0,57.5,115.0,17.5,2.0,356.0,1,-186.0,454.0,1
0,1,1,1,0,2,1,0,60,0,1030.0,3.1306990881458967,69.0,484.0,546.0,0.0,204.0,2.0,199.0,1.0,472.0,9.0,113.0,30.0,71.0,355.0,72.1,5.0,413.0,0,-145.0,413.0,0
0,1,0,5,0,3,1,0,60,0,2332.0,3.429411764705882,119.0,1336.0,996.0,0.0,483.0,0.0,596.0,0.0,867.0,21.0,250.0,115.0,76.6,383.0,76.0,5.0,459.0,0,-191.0,459.0,0
0,1,1,0,0,1,1,0,90,0,3084.0,4.515373352855051,116.0,1325.0,1759.0,8.0,1161.0,0.0,585.0,0.0,1083.0,14.0,143.0,90.0,74.6,373.0,75.5,5.0,301.0,0,-33.0,301.0,1
0,1,1,0,0,3,0,0,180,0,188.0,3.418181818181818,18.0,141.0,47.0,0.0,7.0,0.0,38.0,0.0,123.0,0.0,18.0,2.0,43.0,86.0,12.1,2.0,204.0,1,-17.0,285.0,1
0,1,1,6,0,8,1,0,60,0,3307.0,5.2325949367088604,128.0,1688.0,1619.0,7.0,114.0,0.0,674.0,0.0,1860.0,35.0,344.0,273.0,76.4,382.0,76.9,5.0,336.0,0,-68.0,336.0,0
0,1,0,7,0,6,0,0,60,0,1990.0,4.4222222222222225,78.0,1234.0,756.0,0.0,419.0,8.0,389.0,1.0,1026.0,9.0,138.0,0.0,67.66666666666667,203.0,33.6,3.0,285.0,1,-108.0,376.0,1
0,1,1,3,2,4,0,0,60,0,1162.0,4.048780487804878,63.0,507.0,655.0,0.0,94.0,0.0,197.0,0.0,769.0,15.0,86.0,1.0,79.2,396.0,79.6,5.0,406.0,0,-138.0,406.0,0
0,1,0,6,0,3,0,0,150,0,490.0,2.707182320441989,49.0,232.0,258.0,0.0,34.0,0.0,88.0,0.0,315.0,8.0,39.0,6.0,73.4,367.0,73.8,5.0,342.0,0,-74.0,342.0,0
0,1,1,10,2,7,1,0,60,0,123.0,1.7083333333333333,15.0,93.0,30.0,1.0,18.0,0.0,31.0,0.0,43.0,6.0,23.0,1.0,55.4,277.0,54.3,5.0,332.0,0,-64.0,332.0,1
